"index.family","reps"
"euryocrinidae",20
"fungiacyathidae",20
"gazacrinidae",20
"gemelliporellidae",20
"glypticidae",20
"grammistidae",20
"ischyroceridae",20
"komiellidae",20
"lamponidae",20
"lampridae",20
"lasaniidae",20
"leptestheriidae",20
"leptomitidae",20
"loxosomatidae",20
"martynoviidae",20
"melanellidae",20
"melittidae",20
"miocidaridae",20
"moravamminidae",20
"nebaliidae",20
"nymphaeoblastidae",20
"plectoceratidae",20
"pleurobranchidae",20
"pleurojulidae",20
"polyceridae",20
"proconsulidae",20
"pseudosciuridae",20
"psophiidae",20
"pycnogonidae",20
"rhabdosteidae",20
"schizochitonidae",20
"scrobiculidae",20
"scutigerellidae",20
"skeneopsidae",20
"spongiphoridae",20
"stephanoberycidae",20
"strephocladidae",20
"strobeidae",20
"tethyrhynchiidae",20
"uphantenidae",20
"uristidae",20
"vanhorniidae",20
"acaridae",19
"acroloxidae",19
"amber",19
"archaeomonadaceae",19
"bentheuphausiidae",19
"caseodontidae",19
"cassigerinellidae",19
"chanidae",19
"chonopectidae",19
"cistecephalidae",19
"cladoxylaceae",19
"cnismatocentridae",19
"cryptophyllidae",19
"delepinoceratidae",19
"diacodexeidae",19
"diphyidae",19
"dolerolenidae",19
"dzhulfitidae",19
"eoscorpiidae",19
"eucinetidae",19
"globigerinitidae",19
"gnathodontidae",19
"gnetaceae",19
"hapalodectidae",19
"haplaraeidae",19
"helcionellidae",19
"heterolepidae",19
"horneophtaceae",19
"hypochilidae",19
"isselicrinidae",19
"leptochondriidae",19
"linderinidae",19
"lonchaeidae",19
"macruridae",19
"mahonia",19
"melanotaeniidae",19
"microsolenidae",19
"milichiidae",19
"mimagoniatitidae",19
"misthodotidae",19
"nandidae",19
"nystiellidae",19
"ophiochitonidae",19
"opisthocomidae",19
"orthopsidae",19
"otozoidae",19
"palaeocorystidae",19
"palaeololiginidae",19
"pamphiliidae",19
"parasemionotidae",19
"parathelphusidae",19
"paravalvulinidae",19
"pemphicidae",19
"pentacodontidae",19
"pentaphyllidae",19
"phengodidae",19
"phlycticrioceratidae",19
"pipestoneomyidae",19
"pleuromeiaceae",19
"psammosteidae",19
"pseudohaloritidae",19
"pseudonautilidae",19
"ptychocaulidae",19
"rhamphichthyidae",19
"rhizamminidae",19
"rhopalonematidae",19
"ripiphoridae",19
"roemeriidae",19
"rufloriaceae",19
"scenopinidae",19
"stegocephalidae",19
"synthetonychidae",19
"testacellidae",19
"tetranychidae",19
"thomasinellidae",19
"triacanthidae",19
"trombidiidae",19
"zygophyllaceae",19
"acanthoclymeniidae",18
"acolocrinidae",18
"actinopodidae",18
"actinostolidae",18
"adocidae",18
"anatinidae",18
"apiocrinitidae",18
"apycnodiscidae",18
"araxoceratidae",18
"archanodontidae",18
"atoposauridae",18
"avoninidae",18
"babinkidae",18
"baphetidae",18
"bridgerocrinidae",18
"bursacrinidae",18
"byrrhidae",18
"catillocrinidae",18
"cheiragonidae",18
"claudiosauridae",18
"cleistoporidae",18
"cliefdenellidae",18
"cloudinidae",18
"coscinoporidae",18
"curpressaceae",18
"cyclostrematidae",18
"cymbiocrinidae",18
"cynognathidae",18
"cyriacotheriidae",18
"entomaspididae",18
"eoacmaeidae",18
"eospondylidae",18
"eucharitidae",18
"flickiidae",18
"galeropygidae",18
"glomeridesmidae",18
"graptolitidae",18
"heronalleniidae",18
"hyboclypids",18
"lanceoporidae",18
"lardizibalaceae",18
"liostracinidae",18
"melanodrymiidae",18
"monocentridae",18
"monophorasteridae",18
"naticidae?",18
"nemestrinidae",18
"nouriidae",18
"paramacellodidae",18
"pareiasauridae",18
"phaseolidae",18
"phthiracaridae",18
"polydiaematidae",18
"prodentaliidae",18
"rhabdosphaeraceae",18
"rhopalomeniidae",18
"sapayoaidae",18
"stephanodiscaceae",18
"stereodictyidae",18
"stichocorythidae",18
"straparollinidae",18
"tibetitidae",18
"tissotiidae",18
"triforidae",18
"trogulidae",18
"typhloplanidae",18
"uenoidae",18
"ulidiidae?",18
"vinellidae",18
"volborthellidae",18
"acanthosomatidae",17
"aeglidae",17
"agorophiidae",17
"anatinellidae",17
"anatomidae",17
"ancalagonidae",17
"artemiidae",17
"ascidae",17
"austrotrillinidae",17
"briareidae",17
"canobiidae",17
"cladodontidae",17
"corophiidae",17
"coscinocyathidae",17
"cryptodontidae",17
"cryptograptidae",17
"dibamidae",17
"druppulidae",17
"edelsteinaspididae",17
"eoptolamnidae",17
"epimeriidae",17
"eriococcidae",17
"erycidae",17
"eusiridae",17
"fieldiidae",17
"geocoridae",17
"geotrupidae",17
"heterodiadematidae",17
"hexagenitidae",17
"janassidae",17
"juvavitidae",17
"kinnaridae",17
"lebetodiscidae",17
"mastotermitidae",17
"neocytherideidae",17
"onychiuridae",17
"ophiopsidae",17
"pangasiidae",17
"paraceltitidae",17
"parodontidae",17
"pavoninidae",17
"pedetidae",17
"penetrantiidae",17
"pickworthiidae",17
"piraniidae",17
"platycistitidae",17
"polyporidae",17
"protozeugidae",17
"purpurinidae",17
"rhynchospirinidae?",17
"scelidotheriidae",17
"schizocytheridae",17
"schizopathidae",17
"spathiporidae",17
"spicidae",17
"spilapteridae",17
"spongiophytaceae",17
"squalodelphidae",17
"stenopterygiidae",17
"stenothecidae",17
"stratodontidae",17
"streptocephalidae",17
"testudinellidae",17
"tortoplectellidae",17
"trematopsidae",17
"trichostrongylidae",17
"trimerophytaceae",17
"verrucidae",17
"withiidae",17
"xyloiulidae",17
"zygospyridae",17
"actinacididae",16
"aglajidae",16
"agriolimacidae",16
"anthracopupidae",16
"arberiaceae",16
"bandringidae",16
"calostylidae",16
"clydoniceratidae",16
"coeloptychiidae",16
"coptoclavidae",16
"coralliidae",16
"cordylophoridae",16
"coryphellidae",16
"cricotidae",16
"ctenocidaridae",16
"cyclostigmataceae",16
"cylindroleberididae",16
"cyrtocerinidae",16
"cyrtoniodontidae",16
"derbidae",16
"diapheromeridae",16
"dilaridae",16
"dixidae",16
"dryptosauridae",16
"dunkleosteidae",16
"endymioniidae",16
"epipsocidae",16
"euphaeidae",16
"gerkispiridae",16
"glomeraceae",16
"hamineidae",16
"hastitidae",16
"helianthasteridae",16
"hemidiscaceae",16
"holocystitidae",16
"hydrochidae",16
"isophlebiidae",16
"issidae",16
"janiridae",16
"kashmiritidae",16
"lacernidae",16
"laetmogonidae",16
"lafoeidae",16
"loganiidae",16
"melithaeidae",16
"mesacanthidae",16
"microchoeridae",16
"nothridae",16
"oedicerotidae",16
"ophiohelidae",16
"oxinoxisidae",16
"palaeocyclidae",16
"pamiroseriidae",16
"parabrotulidae",16
"paurodontidae",16
"pegasidae",16
"platyxanthidae",16
"protoptychidae",16
"pseudosaleniidae",16
"rhipidocystidae",16
"rhizophoraceae",16
"rhizopodaceae",16
"rhopalonariidae",16
"schizoneuraceae",16
"scutellinoididae",16
"silicoflagellatophyceae",16
"sporadoceratidae",16
"squillidea",16
"symbathocrinidae",16
"tetratomidae",16
"thyrididae",16
"trissocyclidae",16
"tubinidae",16
"tunisiacrinidae",16
"ucididae",16
"vachonisiidae",16
"wuttagoonaspidae",16
"xyelidae",16
"zephronidae",16
"acanthodrilidae",15
"acrolophidae",15
"aechminellidae",15
"aeropsidae",15
"agnathiellidae",15
"alvinocarididae",15
"amphilestidae",15
"asteropseidae",15
"austrochilidae",15
"biceratopsidae",15
"biddulphiaceae",15
"bobasatraniidae",15
"calceolidae",15
"calliopiidae",15
"carcharodontosauridae",15
"carpocrinidae",15
"castniidae",15
"charentiidae",15
"charniidaceae",15
"chirocentridae",15
"citharinidae",15
"cnemidiastridae",15
"coccidae",15
"cocconeidaceae",15
"cryptoclididae",15
"cyamidae",15
"dactyloscopidae",15
"dictyochaceae",15
"dignathodontidae",15
"elachisinidae",15
"eugeniacrinidae",15
"eurymylidae",15
"geosiphonaceae",15
"gerrhopilidae",15
"guyniidae",15
"hapsiphyllidae?",15
"heleninidae",15
"histocidaridae",15
"homosteidae",15
"hydrachnidae",15
"icthyocrinidae",15
"ideoroncidae",15
"isoëtaceae",15
"katoporidae",15
"knoxitidae",15
"kullervoidae",15
"lapworthuridae",15
"linaceae",15
"lisaniidae",15
"mesoenatidae",15
"micropleuridae",15
"myriacanthidae",15
"neosittidae",15
"nerinellidae",15
"noritidae",15
"odacidae",15
"oplegnathidae",15
"osmeroididae",15
"otiorhynchidae",15
"oweniidae",15
"oxynoidae",15
"paeckelmanellidae",15
"palaeostomatidae",15
"pandaridae",15
"phaenoschismatidae?",15
"phalangopsidae",15
"pheronematidae",15
"pholidosauridae",15
"phoridae?",15
"phragmactinidae",15
"phyllolepidae",15
"pourtalesiidae",15
"prophalangopsidae",15
"pseudogarypidae",15
"pseudorotasphaeridae",15
"pyrgiidae",15
"pyrgotidae",15
"quenstedtiidae",15
"rhodocrinidae",15
"rhyscotidae",15
"rosenellidae",15
"rotodactylidae",15
"sinoceratidae",15
"siphogonuchitidae",15
"sphaerocrinidae",15
"sphaerorthoceratidae",15
"spiroceratidae",15
"stephanitidae",15
"stromatoceriidae",15
"stuorellidae",15
"sycettidae",15
"tarsonemidae",15
"tebagathalamiidae",15
"thecostegitidae",15
"thermacaridae",15
"triospyrididae",15
"achnanthaceae",14
"aciculidae",14
"acoetidae",14
"actinastreidae",14
"actinocrinidae",14
"alismataceae",14
"allogromiidae",14
"ammonitidae",14
"argasidae",14
"arminidae",14
"asiatoceratodontidae",14
"barroisiidae",14
"bataguridae",14
"belliidae",14
"berothidae",14
"bixaceae",14
"bucanellidae",14
"caesalpiniaceae",14
"cardiopteridaceae",14
"casuariidae",14
"chaerilidae",14
"chyromyidae",14
"cincinnaticrinidae",14
"citharidae",14
"cladorhizidae",14
"clastopteridae",14
"clusiaceae",14
"colydiidae",14
"commelinaceae",14
"conchoprimitiidae",14
"contractenidae",14
"cornirostridae",14
"crisinidae",14
"cymatiidae",14
"cytaeididae",14
"desmacididae",14
"dictyothyrididae",14
"doswelliidae",14
"dryopidae",14
"emplectonematidae",14
"enoploteuthidae",14
"facelinidae",14
"formicidae?",14
"goniasmatidae",14
"goodeidae",14
"heliodiscidae",14
"heliopeltaceae",14
"helophoridae",14
"hercothyrididae",14
"hippocrepinellidae",14
"holonemidae",14
"holuriidae",14
"hypothyridinidae",14
"kayseriidae",14
"lenticidaridae",14
"lepetellidae",14
"lichenariidae",14
"lindstroemiidae",14
"lunulariidae",14
"lycophoriidae",14
"martiniidae?",14
"megatypidae",14
"mesuropetalidae",14
"micrixalidae",14
"mochlozetidae",14
"myzostomidae",14
"ochmazochitonidae",14
"ochnaceae",14
"oligotomidae",14
"orsolobidae",14
"orycteropodidae",14
"pachyceratidae",14
"palaeotropidae",14
"palasteriscidae",14
"paleoparadoxiidae",14
"parellelodontidae",14
"parodoceratidae",14
"pennellidae",14
"perissothyrididae",14
"permoraphidiidae",14
"philepittidae",14
"phyllocladaceae",14
"placodontidae",14
"plagiostomidae",14
"platyceratidae?",14
"polycentridae",14
"proscorpiidae",14
"pseudholasteridae",14
"ptilograptidae",14
"ptilometridae",14
"ptolemaiidae",14
"ropolonellidae",14
"saccolomataceae",14
"saurerpetontidae",14
"scalibregmatidae",14
"schisandraceae",14
"sethocyrtidae",14
"sididae",14
"sphaerodoridae",14
"sphaeronitidae",14
"sphenosuchidae",14
"strepsiduridae",14
"syringamminidae",14
"treposellidae",14
"trichinellidae",14
"trombiculidae",14
"veneroidae",14
"vinculariidae",14
"waterstonellidae",14
"aetiocetidae",13
"alloposidae",13
"aphyonidae",13
"arenicolitidae",13
"arripidae",13
"autuniaceae",13
"barrandoceratidae",13
"blattinopsidae",13
"bowmanitaceae",13
"brevicoceratidae",13
"campanulinidae",13
"cariamidae",13
"centrorhynchidae",13
"chapattimyidae",13
"choristitidae",13
"colpodexylaceae",13
"coreospiridae",13
"corynoididae",13
"cristatellidae",13
"cyclicoporidae",13
"cylisticidae",13
"cyrtopleuritidae",13
"danaidae",13
"dipterocarpaceae",13
"docodermatidae",13
"euphrosinidae",13
"favusellidae",13
"fenestelliidae",13
"fouquieriaceae",13
"galeodidae",13
"gardineriidae",13
"glyptograpsidae",13
"gnathostomariidae",13
"gomphodesmidae",13
"grammatidae",13
"hanleyidae",13
"haplophragmiidae",13
"heleomyzidae?",13
"hemicosmitidae",13
"heteropneustidae",13
"hippopodinidae",13
"holectypina",13
"homalodontotheridae",13
"housiidae",13
"huroniidae",13
"hyeniaceae",13
"hymenosomatidae",13
"ichnites indet.",13
"incurvariidae",13
"iphionidae",13
"leiopectinidae",13
"leptoceratopsidae",13
"leuconidae",13
"leuctridae",13
"lophotidae",13
"lunulicardiidae",13
"mamilloporidae",13
"meiolaniidae",13
"mitrocystidae",13
"molgophidae",13
"monodactylidae",13
"neoschismatidae",13
"norellidae",13
"odontaspidae",13
"omalaxidae",13
"oocystaceae",13
"ophthalmosauridae",13
"oppiidae",13
"oxynotidae",13
"pachyteuthidae",13
"palaeolabridae",13
"pallopteridae",13
"pantolambdodontidae",13
"pelodytidae",13
"phororhacidae",13
"phoxocephalidae",13
"phrosinidae",13
"pinacitidae",13
"pisidiidae",13
"placospongiidae",13
"platydesmidae",13
"plectopylididae",13
"plepharipodidae",13
"polydiexodinidae",13
"potomogetonaceae",13
"promeropidae",13
"protocuspidariidae",13
"pselliodidae",13
"pseudopolymorphinidae",13
"pteronarcyidae",13
"pygorhytidae",13
"rhaphischismatidae",13
"rhombodontidae",13
"sacculinidae",13
"salpingoteuthididae",13
"scutelleridae",13
"silesitidae",13
"solasteridae",13
"speightiidae",13
"sphaerocarpaceae",13
"sphindidae",13
"spyroceratidae",13
"stephanopyxidaceae",13
"stylodactylidae",13
"telamminidae",13
"tetracampidae",13
"tetrarogidae",13
"teuchoporidae",13
"thalassiosiraceae",13
"theropoda",13
"thisbitidae",13
"timorphyllidae",13
"tridacnidae",13
"tudiclidae",13
"ulbospiriferidae",13
"ungdarellaceae",13
"ungulatellidae",13
"uronectidae",13
"uropodidae",13
"wapkiidae",13
"welwitschiaceae",13
"yatsengiidae",13
"zophocrinidae",13
"aipoceratidae",12
"alethopterideae",12
"ampulariidae",12
"anaspididae",12
"anisotrypidae",12
"antagmidae",12
"anthracobunidae",12
"apataniidae",12
"argyrolagidae",12
"atriboniidae",12
"bactrognathidae",12
"baicaliidae",12
"bathymasteridae",12
"bdellidae",12
"beatriceidae",12
"becksiidae",12
"botrylloporidae",12
"bunodidae",12
"canadaspididae",12
"carydiidae",12
"cassididae",12
"chrysobalanceae",12
"cingulopsidae",12
"clathrinidae",12
"clonocrinidae",12
"columastreidae",12
"coralliophilidae",12
"coscinophragmatidae",12
"coxliellidae",12
"crepidacanthidae",12
"crocodilian indet.",12
"cultellidae",12
"cyatholipidae",12
"dartmuthiidae",12
"davidiaceae",12
"dayiidae",12
"dickinsoniidae",12
"discosauriscidae",12
"dyakiidae",12
"earlandiidae",12
"edwardsiidae",12
"eleotrididae",12
"elongate colonies",12
"embiidae",12
"emuellidae",12
"encalyptocrinidae",12
"eosigmoilinidae",12
"eostrophiidae",12
"eremaeidae",12
"euchaetidae",12
"eulomidae",12
"eurypatagidae",12
"eurypholidae",12
"foliomenidae",12
"geogarypidae",12
"graculavidae",12
"haddoniidae",12
"haplodesmidae",12
"hepsetidae",12
"heterelasminidae",12
"heteroderidae",12
"heterosoricidae",12
"hiantoporidae",12
"ichnofossil",12
"leclerqiaceae",12
"leiosoeciidae",12
"lepidocentidae",12
"leptophragmatidae",12
"linguliporidae",12
"margarodidae",12
"mastigoteuthidae",12
"matatiellaceae",12
"mauroniscidae",12
"mesognathariidae",12
"metoptomatidae",12
"micropholcommatidae",12
"morphoceratidae",12
"myriaporidae",12
"neanuridae",12
"neolepetopsidae",12
"nerillidae",12
"nyctosauridae",12
"orbiporidae",12
"oviraptoridae",12
"owenettidae",12
"pachypleurosauridae",12
"paragalatheidae",12
"parrelloididae",12
"passalidae",12
"passifloraceae",12
"peachocarididae",12
"peltospiridae",12
"pholoidae",12
"phymatellidae",12
"plateosauridae",12
"pleurobranchaeidae",12
"polygyrinidae",12
"pontoporeiidae",12
"popofskyellidae",12
"poteriocrinidae",12
"pristiglomidae",12
"prodromitidae",12
"pseudidae",12
"pseudococcidae",12
"pterogeniidae",12
"pulvinitidae",12
"pygopidae",12
"pylentonemidae",12
"rhomboporidae",12
"rhynchodemidae",12
"ricaniidae",12
"robustidae",12
"sebecidae",12
"septalariidae",12
"siparunaceae",12
"siphonotidae",12
"sloanbaataridae",12
"thamboceratidae",12
"thelodontidae",12
"thescelosauridae",12
"tischeriidae",12
"titanichthyidae",12
"triadithyrididae",12
"tribrachyocrinidae",12
"trichogrammatidae",12
"tritoniidae",12
"trochiliscaceae",12
"trypetesidae",12
"xystriduridae",12
"yorkiidae",12
"? zamiaceae",12
"adeonellidae",11
"agyrtidae",11
"aiptasiidae",11
"allodelphinidae",11
"allodontidae",11
"amphilochidae",11
"amphisittidae",11
"amphitheriidae",11
"anysidae",11
"aplocheilidae",11
"apocalamitaceae",11
"archaeocrinida",11
"archasteridae",11
"asterolepidae",11
"atelecrinidae",11
"ateleopodidae",11
"athyriaceae",11
"attelabidae",11
"balanidae?",11
"bernieridae",11
"bistomiacystidae",11
"blephariceridae",11
"brisingidae",11
"bucculatricidae",11
"bufinidae",11
"cadocrinidae",11
"calophyllaceae",11
"camerobiidae",11
"candaciidae",11
"caracanthidae",11
"cebrionidae",11
"celtitidae",11
"ceratocystidae",11
"ceratolasmatidae",11
"ceratosauridae",11
"chaetocerotaceae",11
"chamaemyiidae?",11
"clausocalanidae",11
"cribrospongiidae",11
"cyclocrinidae",11
"cyclostomiceratidae",11
"cymaclymeniidae",11
"cypridinelliformidae",11
"deperetellidae",11
"diaptomidae",11
"didymoconidae",11
"dimorphodontidae",11
"diplocentridae",11
"diplocidaridae",11
"drepaneidae",11
"echinorhynchidae",11
"emmelichthyidae",11
"endostomatidae",11
"euctenizidae",11
"euryalidae",11
"family unnamed",11
"fasciolidae",11
"funiculinidae",11
"gaudeamuridae",11
"goniocladiidae",11
"halcuriidae",11
"halicreatidae",11
"haminaeidae",11
"heleidae",11
"hillocystidae",11
"isculitidae",11
"jassidae",11
"kayentachelyidae",11
"lathridiidae",11
"lepidopleuridae",11
"leptonidae",11
"linuchidae",11
"liposcelididae",11
"loganellidae",11
"mermithidae",11
"mesotrypidae",11
"microbiotheriidae",11
"micromelerpetontidae",11
"myristicaceae",11
"myrmecobiidae",11
"nothofagaceae",11
"odontasteridae",11
"peradectidae",11
"permoberothidae",11
"petaluridae",11
"phoronidae",11
"phragmodontidae",11
"pilumnoididae",11
"piophilidae",11
"plagiothyridae",11
"platyarthridae",11
"plectronoceratidae",11
"pleurodesmatidae",11
"polyelasmoceratidae",11
"primobucconidae",11
"protomeropidae",11
"protoneuridae",11
"pseudopavonidae",11
"pterophoridae",11
"putranjivaceae",11
"rhenocrinidae",11
"rhizostomitidae",11
"rhynchosauridae",11
"ruppiaceae",11
"salpingidae",11
"scaphidiidae",11
"scinidae",11
"scleritodermidae",11
"sculdidae",11
"scutigerinidae",11
"scyphoceratidae",11
"secuicollactidae",11
"serolidae",11
"sobolewiidae",11
"solaropsidae",11
"stereolasmatidae?",11
"stromateoids",11
"stylonuridae",11
"stylophyllidae",11
"superstitioniidae",11
"taiomidae",11
"thamnocephalidae",11
"tubulariidae",11
"udorellidae",11
"urechidae",11
"watersiporidae",11
"xenorophidae",11
"acartiidae",10
"acontoniscidae",10
"acrioceratidae",10
"actaeonidae",10
"aeteidae",10
"anolotichiidae",10
"anotopteridae",10
"anthocerotaceae",10
"archaeodictyomitridae",10
"archaeolithophyllaceae",10
"arisolochiaceae",10
"ausktribosphenidae",10
"beckwithiidae",10
"beyrichiopidae",10
"bolosauridae",10
"budnianellidae",10
"calclamnidae",10
"callocysititidae",10
"cassiopeidae",10
"caulophrynidae",10
"centroceratidae",10
"charinidae",10
"cheyletidae",10
"cleidothaeridae",10
"corallanidae",10
"corcoracidae",10
"cryptocopidae",10
"cryptosulidae",10
"cuninidae",10
"cycloctenidae",10
"cylindrobullinidae",10
"daubentoniidae",10
"dendrophryidae",10
"dendrophyllia",10
"diapleuridae",10
"dicranograptiidae",10
"dicrocoeliidae",10
"didymitidae",10
"diploporaceae",10
"diplostomatidae",10
"domeciidae",10
"dotillidae",10
"echinarachnidae",10
"eleginopsidae",10
"ellipsidiidae",10
"elmoidae",10
"euestheriidae",10
"euryuridae",10
"flemingostreidae",10
"flindersicyathidae",10
"geranoididae",10
"gyronitidae",10
"halichondritidae",10
"halyphysemidae",10
"haplophragmoididaei",10
"heliolithaceae",10
"hexagonelliidae",10
"houmiriaceae",10
"hymenoptera",10
"hystrichosphaeridea",10
"ichthyostegidae",10
"idiornithidae",10
"illaenuridae",10
"juglandaceae  juglan",10
"kallosinistrala",10
"karreriidae",10
"lacydoniidae",10
"lampriformes",10
"larridae",10
"lauxaniidae?",10
"leptocheliidae",10
"lernaeodiscidae",10
"leucosoleniidae",10
"liomesaspididae",10
"liosphaeridae",10
"listerellaceae",10
"lithosiidae",10
"luciellidae",10
"lycopteridae",10
"mantidae",10
"mecicobothriidae",10
"megalodontesidae",10
"mniaceae",10
"molannidae",10
"mummuciidae",10
"narkidae",10
"narthecoceratidae",10
"nosodendridae",10
"notanopliidae",10
"notodendrodidae",10
"ochetosomatidae",10
"ochodaeidae",10
"ocyropsidae",10
"paleoxanthopsidae",10
"paludicellidae",10
"parapternodontidae",10
"periphyllidae",10
"permochoristidae",10
"permopsocidae",10
"petromuridae",10
"phanocrinidae",10
"phillipsinellidae",10
"platycnemididae",10
"pleocomidae",10
"poracanthodidae",10
"porinidae",10
"porodiscidae",10
"prolobitidae",10
"proplinidae",10
"protolophidae",10
"ptychoderidae",10
"pyrrhocoridae",10
"sagittariidae",10
"salangidae",10
"schizopodidae",10
"sclerocrinidae",10
"selenariidae",10
"sepsidae",10
"stahleckeriidae",10
"stenochiridae",10
"stylosphaeridae",10
"syntonopteridae",10
"thalassemyidae",10
"thysanopeltinae",10
"titusvillidae",10
"tridenchthoniidae",10
"tubucellariidae",10
"tylodinidae",10
"unknown",10
"zygnemataceae",10
"acoraceae",9
"acronotellidae",9
"acropyramididae",9
"acteocinidae",9
"adectorhynchidae",9
"aenigmastrophiidae",9
"agelasidae",9
"almasauridae",9
"amiskwiidae",9
"amphinectidae",9
"anomocarellidae",9
"anthracoblattinidae",9
"apodasmocrinidae",9
"aporometridae",9
"arpaditidae",9
"ascaridae",9
"aspidostomatidae",9
"astronesthidae",9
"ateleaspididae",9
"barentsiidae",9
"barkerinidae",9
"bartramiaceae",9
"bellinuridae",9
"bochicidae",9
"brachioteuthidae",9
"brachytrematidae",9
"bueningiidae",9
"cactaceae",9
"calocarididae",9
"calometridae",9
"capniidae",9
"casuarinaceae",9
"cephalothricidae",9
"cerianthidae",9
"cestraciontidae",9
"chengkouaspidae",9
"chinianasteridae",9
"chionididae",9
"chthamalidae",9
"coccodiscidae",9
"coccoidea",9
"comarocystitidae",9
"compsognathidae",9
"conocardidae",9
"cossidae",9
"craspeditidae",9
"crisuliporidae",9
"crotalocrinidae",9
"cryptodesmidae",9
"ctenothrissidae",9
"cybocephalidae",9
"cylindroteuthidae",9
"desidae",9
"dicranaceae",9
"didymosellidae",9
"dinoblattidae",9
"diplocercidae",9
"diplospirellidae",9
"distacodidae",9
"ditaxineuridae",9
"enantiosphenidae",9
"eocypraeidae",9
"eophrynidae",9
"ephippoceratidae",9
"eridotrypellidae",9
"eubleptidae",9
"eucochlidae",9
"eudoxinidae",9
"fauveliopsidae",9
"furipteridae",9
"ganeriidae",9
"garypinidae",9
"globorotalitidae",9
"hadrodontidae",9
"halonymphidae",9
"hauraniidae",9
"hemiscyllidae",9
"hexacrinidae",9
"holognathidae",9
"isocardiidae",9
"isocolidae",9
"kolymiidae",9
"kuehneosauridae",9
"labyrinthidomatidae",9
"lahilliidae",9
"lernaeopodidae",9
"liphistiidae",9
"lohmanniidae",9
"lophopodidae",9
"mastigocrinidae",9
"melongeniidae",9
"mesembrinellidae",9
"microcytheridae",9
"mimotonidae",9
"mycteropidae",9
"myophoricardiidae",9
"nannitidae",9
"nematistiidae",9
"nikiforovellidae",9
"nododelphinulidae",9
"oribatulidae",9
"pakicetidae",9
"palaeophidae",9
"palaeorhynchidae",9
"papaveraceae",9
"paramythiidae",9
"parasaturnalidae",9
"parasitidae",9
"pastoralodontidae",9
"pelagothuriidae",9
"pentametrocrinidae",9
"permembiidae",9
"pharciceratidae",9
"phloeodictyidae",9
"phyllidiidae",9
"phytolaccaceae",9
"plagiorchiidae",9
"plasiacystidae",9
"platyorthidae",9
"platystictidae",9
"pleuropholidae",9
"polysaccamminidae",9
"polythoridae",9
"porcellanasteridae",9
"prosorhochmidae",9
"protencrinidae",9
"protocrinitidae",9
"protoglomeridae",9
"pseudagnostidae",9
"pseudoguadryinidae",9
"ptychoparioidae",9
"pyuridae",9
"pyxillaceae",9
"raoellidae",9
"rhadinorhynchidae",9
"rhamphocottidae",9
"rhizophagidae",9
"richinidae",9
"salicaeae",9
"scaloposauridae",9
"sciadopityaceae",9
"scleromochlidae",9
"scorioporidae",9
"scutellosauridae",9
"shinisauridae",9
"sphyrapodidae",9
"stenoporellidae",9
"stenopsychidae",9
"stomolophidae",9
"strophomeniidae",9
"tanaissuidae",9
"tenontosauridae",9
"tergipedidae",9
"thaumatosiidae",9
"theopiliidae",9
"tiaropsidae",9
"tremachoridae",9
"triassothripidae",9
"trichobranchidae",9
"triozidae",9
"tripocalpidae",9
"varanopsidae",9
"vendotaeniaceae",9
"virgulinidae",9
"wemersoniellidae",9
"abderitidae",8
"acratiidae",8
"acrobatidae",8
"ailuridae",8
"alphelecrinidae",8
"amblystegiaceae",8
"anthracomartidae",8
"anthuridae",8
"antiquasteridae",8
"arcanatoridae",8
"archiacoceratidae",8
"argidae",8
"artostrobiidae",8
"aseptorhynchiidae",8
"asilidae?",8
"asterodiscididae",8
"aulacodiscaceae",8
"australothecidae",8
"austrobalanidae",8
"axinolobidae",8
"batoporidae",8
"bemalambdidae",8
"bioclaustration",8
"bochianitidae",8
"bourgneticrinidae",8
"brachylepadidae",8
"bronnimanniidae",8
"bryaceae",8
"bucorvidae",8
"buxaceae",8
"cardiarinidae",8
"cecropidae",8
"celaenopsidae",8
"cephalaspidae",8
"chamaemyiidae",8
"chaperiidae",8
"cheilochanidae",8
"cheluridae",8
"chenendoporidae",8
"chondrosiidae",8
"clausidiidae",8
"climacograptidae",8
"coenostromatidae",8
"cordulegastridae",8
"cordylododontidae",8
"corythoecidae",8
"ctenodrilidae",8
"culicidae?",8
"cymbuliidae",8
"cyrtograptidae",8
"daesiidae",8
"dasyleptidae",8
"dawsonellidae",8
"dorydermatidae",8
"durahminidae",8
"ecclimadictyidae",8
"erodonidae",8
"escalloniaceae",8
"eurytomidae",8
"expressophyllidae",8
"flosculariidae",8
"fossulasteridae",8
"freyellidae",8
"fungivoridae",8
"glossocrinidae",8
"gorgonopsidae",8
"gradungulidae",8
"gregoriidae",8
"hallidae",8
"haloclavidae",8
"haustoriidae",8
"hebridae",8
"hemiaulaceae",8
"heterastridiidae",8
"holmophyllidae",8
"hormotomidae",8
"hydridae",8
"hydrometridae",8
"hyliotidae",8
"hypnaceae",8
"ichneumonidae?",8
"ichthyocrinidae",8
"ionoscopidae",8
"iteaceae",8
"jereidae",8
"juncaceae",8
"jungermanniaceae",8
"juraphyllitidae",8
"kockelellidae",8
"labelasmatidae",8
"lepidogalaxiidae",8
"leucaltidae",8
"limapontiidae",8
"lindsaeaceae",8
"liopropomatidae",8
"longodromitidae",8
"longusorbiidae",8
"loridae",8
"loxostomidae",8
"lydekkerinidae",8
"lymantriidae",8
"lyonetiidae",8
